,PartNumber,Inductance,SubCkt
981,0805HS-101,100nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HS-101;* Inductance = 100nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-1.9GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HS-101_imp port1 port2 PARAMS: Cpar=0.087pF Ind=99.1nH;X1 port1 port2 Model1D PARAMS:;+ R1=13;+ R2=0.46;+ C= {Cpar};+ K1=0.000156;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=58544.6228;.ends 0805HS-101_imp
982,0805HS-121,120nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HS-121;* Inductance = 120nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-1.7GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HS-121_imp port1 port2 PARAMS: Cpar=0.094pF Ind=119nH;X1 port1 port2 Model1D PARAMS:;+ R1=16;+ R2=0.51;+ C= {Cpar};+ K1=0.000172;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=55844.5386;.ends 0805HS-121_imp
983,0805HS-151,150nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HS-151;* Inductance = 150nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-1.6GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HS-151_imp port1 port2 PARAMS: Cpar=0.107pF Ind=149nH;X1 port1 port2 Model1D PARAMS:;+ R1=20;+ R2=0.56;+ C= {Cpar};+ K1=0.000223;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=49889.2987;.ends 0805HS-151_imp
984,0805HS-181,180nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HS-181;* Inductance = 180nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-1.5GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HS-181_imp port1 port2 PARAMS: Cpar=0.093pF Ind=178nH;X1 port1 port2 Model1D PARAMS:;+ R1=21;+ R2=0.64;+ C= {Cpar};+ K1=0.000275;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=62410.8063;.ends 0805HS-181_imp
985,0805HS-221,220nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HS-221;* Inductance = 220nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-1.5GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HS-221_imp port1 port2 PARAMS: Cpar=0.081pF Ind=215nH;X1 port1 port2 Model1D PARAMS:;+ R1=24;+ R2=0.7;+ C= {Cpar};+ K1=0.00034;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=74138.1899;.ends 0805HS-221_imp
988,0805HT-1N8,1.8nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-1N8;* Inductance = 1.8nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-14.7GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-1N8_imp port1 port2 PARAMS: Cpar=0.072pF Ind=1.8nH;X1 port1 port2 Model1D PARAMS:;+ R1=6;+ R2=0.03;+ C= {Cpar};+ K1=0.00000604;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=3726.22167;.ends 0805HT-1N8_imp
989,0805HT-3N9,3.9nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-3N9;* Inductance = 3.9nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-12.5GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-3N9_imp port1 port2 PARAMS: Cpar=0.045pF Ind=4nH;X1 port1 port2 Model1D PARAMS:;+ R1=7;+ R2=0.05;+ C= {Cpar};+ K1=0.0000122;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=10675.6004;.ends 0805HT-3N9_imp
990,0805HT-4N7,4.7nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-4N7;* Inductance = 4.7nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-11.4GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-4N7_imp port1 port2 PARAMS: Cpar=0.048pF Ind=4.5nH;X1 port1 port2 Model1D PARAMS:;+ R1=8;+ R2=0.06;+ C= {Cpar};+ K1=0.0000136;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=9960.80648;.ends 0805HT-4N7_imp
991,0805HT-6N8,6.8nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-6N8;* Inductance = 6.8nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-9.5GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-6N8_imp port1 port2 PARAMS: Cpar=0.045pF Ind=6.9nH;X1 port1 port2 Model1D PARAMS:;+ R1=8;+ R2=0.08;+ C= {Cpar};+ K1=0.0000211;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=15328.7055;.ends 0805HT-6N8_imp
992,0805HT-8N2,8.2nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-8N2;* Inductance = 8.2nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-8.1GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-8N2_imp port1 port2 PARAMS: Cpar=0.052pF Ind=8.2nH;X1 port1 port2 Model1D PARAMS:;+ R1=9;+ R2=0.08;+ C= {Cpar};+ K1=0.000025;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=14090.1174;.ends 0805HT-8N2_imp
993,0805HT-10N,10nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-10N;* Inductance = 10nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-5.7GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-10N_imp port1 port2 PARAMS: Cpar=0.088pF Ind=9.9nH;X1 port1 port2 Model1D PARAMS:;+ R1=9;+ R2=0.08;+ C= {Cpar};+ K1=0.0000234;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=10500.0728;.ends 0805HT-10N_imp
994,0805HT-12N,12nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-12N;* Inductance = 12nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-7.1GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-12N_imp port1 port2 PARAMS: Cpar=0.047pF Ind=12nH;X1 port1 port2 Model1D PARAMS:;+ R1=10;+ R2=0.1;+ C= {Cpar};+ K1=0.0000286;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=20692.5686;.ends 0805HT-12N_imp
995,0805HT-15N,15nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-15N;* Inductance = 15nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-5.1GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-15N_imp port1 port2 PARAMS: Cpar=0.076pF Ind=14.6nH;X1 port1 port2 Model1D PARAMS:;+ R1=10;+ R2=0.1;+ C= {Cpar};+ K1=0.0000314;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=15788.9773;.ends 0805HT-15N_imp
996,0805HT-18N,18nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-18N;* Inductance = 18nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-5.5GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-18N_imp port1 port2 PARAMS: Cpar=0.053pF Ind=17.6nH;X1 port1 port2 Model1D PARAMS:;+ R1=11;+ R2=0.13;+ C= {Cpar};+ K1=0.0000374;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=24244.2182;.ends 0805HT-18N_imp
997,0805HT-22N,22nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-22N;* Inductance = 22nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-5.4GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-22N_imp port1 port2 PARAMS: Cpar=0.04pF Ind=22nH;X1 port1 port2 Model1D PARAMS:;+ R1=11;+ R2=0.15;+ C= {Cpar};+ K1=0.0000479;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=37913.4822;.ends 0805HT-22N_imp
998,0805HT-27N,27nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-27N;* Inductance = 27nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-4GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-27N_imp port1 port2 PARAMS: Cpar=0.065pF Ind=27nH;X1 port1 port2 Model1D PARAMS:;+ R1=16;+ R2=0.19;+ C= {Cpar};+ K1=0.0000559;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=21368.5511;.ends 0805HT-27N_imp
999,0805HT-33N,33nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-33N;* Inductance = 33nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-3.9GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-33N_imp port1 port2 PARAMS: Cpar=0.058pF Ind=33nH;X1 port1 port2 Model1D PARAMS:;+ R1=20;+ R2=0.19;+ C= {Cpar};+ K1=0.0000631;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=23909.113;.ends 0805HT-33N_imp
1000,0805HT-39N,39nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-39N;* Inductance = 39nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-3.8GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-39N_imp port1 port2 PARAMS: Cpar=0.05pF Ind=40nH;X1 port1 port2 Model1D PARAMS:;+ R1=24;+ R2=0.27;+ C= {Cpar};+ K1=0.0000721;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=28278.141;.ends 0805HT-39N_imp
1001,0805HT-47N,47nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-47N;* Inductance = 47nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-3.6GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-47N_imp port1 port2 PARAMS: Cpar=0.048pF Ind=47nH;X1 port1 port2 Model1D PARAMS:;+ R1=28;+ R2=0.3;+ C= {Cpar};+ K1=0.000101;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=28942.0038;.ends 0805HT-47N_imp
1002,0805HT-56N,56nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-56N;* Inductance = 56nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-3.2GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-56N_imp port1 port2 PARAMS: Cpar=0.05pF Ind=56nH;X1 port1 port2 Model1D PARAMS:;+ R1=20;+ R2=0.39;+ C= {Cpar};+ K1=0.000117;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=42406.2868;.ends 0805HT-56N_imp
1003,0805HT-68N,68nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-68N;* Inductance = 68nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-2.6GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-68N_imp port1 port2 PARAMS: Cpar=0.061pF Ind=68nH;X1 port1 port2 Model1D PARAMS:;+ R1=16;+ R2=0.4;+ C= {Cpar};+ K1=0.000144;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=48143.1954;.ends 0805HT-68N_imp
1004,0805HT-82N,82nH,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-82N;* Inductance = 82nH;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-2.6GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-82N_imp port1 port2 PARAMS: Cpar=0.051pF Ind=81nH;X1 port1 port2 Model1D PARAMS:;+ R1=18;+ R2=0.44;+ C= {Cpar};+ K1=0.000172;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=59808.1072;.ends 0805HT-82N_imp
1005,0805HT-R10,#VALUE!,*======================================================================;* SPICE Model generated by Coilcraft;* Coilcraft Part Number : 0805HT-R10;* Inductance = #VALUE!;*======================================================================;* Model Parameters:;*   Valid Frequency Range = 0.001GHz-2.2GHz;*   Ambient Temperature = 25 degC;*   Inductor Impedance Model;*   Use model for Time Domain simulations;*======================================================================;.subckt 0805HT-R10_imp port1 port2 PARAMS: Cpar=0.059pF Ind=101nH;X1 port1 port2 Model1D PARAMS:;+ R1=20;+ R2=0.64;+ C= {Cpar};+ K1=0.000184;+ K2=0;+ K3= {Ind};+ K4=0;+ K5=0;+ L=0;+ Is=0;+ a=0;+ L_Z0=0;+ L_EL=0;+ L_F0=0E6;+ PkZ=60381.9848;.ends 0805HT-R10_imp
